user_id,item_id,rating,efectos,comedia,genero,film,personajes,protagonista,mundo,escenas,espectador,epoca
Florinda Chic,Bajo las estrellas,4,,,,1.0,,,,,,
Beatriz Perez,Hostel 2,1,,,,-1.0,,,,,,
Caruco,Bajo las estrellas,3,,,,1.0,,,,,,
Enrique Colmena,Historia de un crimen,3,,,,,,,,,1.0,
Natalia Eseverri,Bajo las estrellas,4,,,,1.0,,,,,,
Oscar Cantero,Corazones solitarios (Lonely Hearts),2,,,,,,,,,-1.0,
Oscar Cantero,Oceans 13,3,,,-1.0,,,,,,,
Antoni Messa,Corazones solitarios (Lonely Hearts),3,,,,,,,,,-1.0,
Rafa Ferrer,Oceans 13,2,,,-1.0,,,,,,,
Cp,Oceans 13,2,,,-1.0,,,,,,,
Dragon negro,Lo que no se ve,2,-1.0,,,-1.0,,,,,-1.0,
Emilio Calvo de Mora,El Motorista Fantasma (Ghost Rider),1,,,,,,-1.0,-1.0,,,
Oscar Cantero,El truco final (The Prestige),4,,,,,,-1.0,,,,
Hartigan,Historia de un crimen,4,,,,,,,,,1.0,
Luna,Shrek Tercero,2,-1.0,,,,,,,,,
Francisco Bellón,Un engaño de lujo,2,,,-1.0,,,,,,,
Bruji,La reina de Nueva York,4,-1.0,,,,,,,,-1.0,
Tito Chinchan,Pequeños grandes héroes,2,-1.0,1.0,,,,,,,,
Francisco Bellón,Corazones solitarios (Lonely Hearts),1,,,,,,,,,-1.0,
Bruji,Lo que no se ve,2,-1.0,,,-1.0,,,,,-1.0,
Albert Puyuelo,Corazones solitarios (Lonely Hearts),2,,,,,,,,,-1.0,
Albert Puyuelo,Takehis,3,,,,-1.0,,,,,,
Francisco Bellón,Shrek Tercero,2,-1.0,,,,,,,,,
Francisco Bellón,Crónicas,3,,,,,,,,,-1.0,
Francisco Bellón,Ladrones,3,,,,,,,,0.0,,
Dragon negro,Transformers,3,-1.0,,,,,,,,,
Red Stovall,Historia de un crimen,4,,,,,,,,,1.0,
Rafa Ferrer,El Elegido,2,,,,-1.0,,,,,,-1.0
Florinda Chic,Last Days,3,-1.0,,,,,,,,,
JohnTrent,Takehis,3,,,,-1.0,,,,,,
Ramón Balcells,Entre mujeres,2,-1.0,,,,,,,,-1.0,
Rafa Ferrer,Last Days,1,-1.0,,,,,,,,,
Rafa Delgado,Memorias de una Geisha,2,-1.0,,,,,,,,-1.0,
Rafa Delgado,Transamerica,3,,,-1.0,,,,,,0.0,
Rafa Delgado,Jarhead,3,,,,,,,,,0.0,
Iñaki Bilbao,Crónicas,3,,,,,,,,,-1.0,
Albert Puyuelo,Last Days,2,-1.0,,,,,,,,,
Antoni Messa,Historia de un crimen,4,,,,,,,,,1.0,
Hartigan,Shrek Tercero,3,-1.0,,,,,,,,,
Ramón Balcells,Shrek Tercero,3,-1.0,,,,,,,,,
Rafa Ferrer,Corazones solitarios (Lonely Hearts),3,,,,,,,,,-1.0,
Oscar Cantero,Días de cine,1,-1.0,,,-1.0,,,,,,
Rafa Delgado,Shrek Tercero,1,-1.0,,,,,,,,,
Ramón Balcells,Historia de un crimen,4,,,,,,,,,1.0,
Rafa Ferrer,Shrek Tercero,3,-1.0,,,,,,,,,
Rafa Ferrer,Maderos 091,2,,,-1.0,,-1.0,,,,-1.0,
Iñaki Bilbao,Ladrones,3,,,,,,,,0.0,,
José Córdoba,Shrek Tercero,1,-1.0,,,,,,,,,
Rafa Ferrer,Waynes World,3,,,,0.0,,0.0,,,,
Emilio Calvo de Mora,Todo lo demás,3,-1.0,-1.0,,,,,,,,
Ramón Besonias,Memorias de Queens,3,,,,,,,-1.0,,-1.0,
Luna,Los climas,3,,,1.0,,,,,,1.0,
Emilio Calvo de Mora,Shrek Tercero,2,-1.0,,,,,,,,,
Alvaro Oliva,Oceans 13,3,,,-1.0,,,,,,,
Alvaro Oliva,Hostel 2,1,,,,-1.0,,,,,,
Oscar Cantero,Forajidos,4,,,,,,,,,0.0,
Antoni Messa,Entre mujeres,2,-1.0,,,,,,,,-1.0,
El mágico,Hostel 2,2,,,,-1.0,,,,,,
El mágico,28 semanas después,4,-1.0,,,-1.0,,,,,,
Ramón Balcells,La vida de los otros,5,,,,,,,,,1.0,
Rafa Ferrer,Charlie y la fábrica de Chocolate,3,,,-1.0,,,,,,,
Emilio Calvo de Mora,Taxidermia,2,,,,,,,,,,-1.0
Oscar Cantero,La condesa rusa,3,0.0,,,,,,,,1.0,
Bruji,La vida de los otros,4,,,,,,,,,1.0,
Francisco Bellón,28 semanas después,2,-1.0,,,-1.0,,,,,,
Francisco Bellón,Café solo... o con ellas,1,-1.0,,,,,,,,,-1.0
Bruji,El ilusionista,3,,,,,,,,,1.0,1.0
Oscar Cantero,28 semanas después,4,-1.0,,,-1.0,,,,,,
Bruji,La dalia negra,4,,,,,,,,,-1.0,
Txapulin,Shrek Tercero,3,-1.0,,,,,,,,,
Natalia Eseverri,Ladrones,4,,,,,,,,0.0,,
Pruden Rodríguez,Mediterráneo,4,,-1.0,,,,,,,,
Oscar Cantero,Cayo Largo,4,,,,,,,,,0.0,
Rafa Ferrer,28 semanas después,2,-1.0,,,-1.0,,,,,,
Silvia Giner,28 semanas después,4,-1.0,,,-1.0,,,,,,
Oscar Cantero,El juicio de Nuremberg,5,,,,,,,,,1.0,
Silvia Giner,Shrek Tercero,5,-1.0,,,,,,,,,
Silvia Giner,The Kingdom,4,,,1.0,,,,1.0,,,
Oscar Cantero,El libro negro,3,,,,,,,,1.0,1.0,
Yul B.,Transformers,2,-1.0,,,,,,,,,
Alex Largo,Infiltrados,4,,,,,,,,-1.0,,
Alex Largo,La fuente de la vida,4,,,,-1.0,,,,-1.0,-1.0,
Alex Largo,Banderas de nuestros padres,3,,,,,,,,-1.0,,
Oscar Cantero,Regreso al paraíso,3,,,0.0,,,,,,0.0,
Hombre Lobo,28 semanas después,3,-1.0,,,-1.0,,,,,,
Emilio Calvo de Mora,Lo que no se ve,2,-1.0,,,-1.0,,,,,-1.0,
Iñaki Bilbao,28 semanas después,3,-1.0,,,-1.0,,,,,,
Josini,En la cuerda floja (Tightrope),4,,,,,,,,-1.0,-1.0,
Oscar Cantero,La noche del cazador,3,-1.0,,,,,,,,-1.0,
Jose Contreras,Shrek Tercero,2,-1.0,,,,,,,,,
Jose Contreras,28 semanas después,2,-1.0,,,-1.0,,,,,,
Alex Largo,La maldición de la flor dorada,4,1.0,,,,,,,,1.0,
Alex Largo,Déjà Vu,3,,,,-1.0,,,,,,
Alex Largo,Shrek Tercero,2,-1.0,,,,,,,,,
Oscar Cantero,Quédate a mi lado,3,,,,1.0,,,,,,
Tito Chinchan,Shrek Tercero,3,-1.0,,,,,,,,,
Tito Chinchan,Operación Stormbreaker,4,,,,1.0,,,,,,1.0
Tito Chinchan,TMNT: Las tortugas ninja,3,-1.0,,,,,,,,-1.0,
Tito Chinchan,Hostel 2,2,,,,-1.0,,,,,,
Rafa Ferrer,Robots,2,-1.0,,,,,,,,-1.0,-1.0
Tito Chinchan,Transmorphers,1,0.0,,,,,0.0,,,,
"Emilio Calvo de Mora,""Tu la letra, yo la música"",2,,,,-1.0,,,,,-1.0,"
Rafa Ferrer,Gritos en el pasillo,2,,,,-1.0,,,,,,
Bruji,Flyboys: héroes del aire,2,1.0,,,,,,,,1.0,
Pruden Rodríguez,Café solo... o con ellas,2,-1.0,,,,,,,,,-1.0
José A. Peig,Transformers,1,-1.0,,,,,,,,,
Emilio Calvo de Mora,Transformers,2,-1.0,,,,,,,,,
Taliesin,28 semanas después,2,-1.0,,,-1.0,,,,,,
Francisco Bellón,Transformers,2,-1.0,,,,,,,,,
Francisco Bellón,Yo,2,,,,,,,,,0.0,0.0
Francisco Bellón,Suspiros del Corazón,2,,,,,,,1.0,1.0,,
JLO,El crimen del padre Amaro,2,,,,-1.0,,,,-1.0,,
Oscar Cantero,Transformers,3,-1.0,,,,,,,,,
Rafa Ferrer,La boda de Muriel,2,,,,,,1.0,,,,
JLO,Mar abierto,4,1.0,,,,,,,,1.0,
JLO,Saw,4,,,,,,,,,0.0,
JLO,El señor de los anillos: Las dos torres,5,1.0,,,,,,,,1.0,
Oscar Cantero,El despertar del amor,2,,,-1.0,,,,,,0.0,
Alex Largo,Harry Potter y la orden del Fénix,4,,,,,,,,,-1.0,
Oscar Cantero,Chuecatown,1,,-1.0,,,,,,,,
Rafa Ferrer,Transformers,3,-1.0,,,,,,,,,
Rafa Ferrer,Team América,3,,,-1.0,,-1.0,,,,,
Bruji,Un engaño de lujo,3,,,-1.0,,,,,,,
Jose Contreras,Odette,3,,,,1.0,,1.0,,,,
Jose Contreras,Transformers,2,-1.0,,,,,,,,,
Jose Contreras,En algún lugar de la memoria,2,,-1.0,,,,,,,,
José A. Peig,Harry Potter y la piedra filosofal,2,,,,,,,0.0,,,
Rafa Ferrer,Lo que no se ve,1,-1.0,,,-1.0,,,,,-1.0,
Berto,Transformers,3,-1.0,,,,,,,,,
Tito Chinchan,Shortbus,2,,,,,,,,,,-1.0
Silvia Giner,Ladrones,2,,,,,,,,0.0,,
Tito Chinchan,La tía de Carlos,3,,,,,0.0,,,,,
Kiko de España,Death Proof,4,,,-1.0,-1.0,,,,,,
El mágico,Ratatouille,4,,,1.0,1.0,,,,,,
El vengador toxico,Historia de un crimen,4,,,,,,,,,1.0,
Ana,Ratatouille,4,,,1.0,1.0,,,,,,
José Antonio Bermúdez,The host,4,,,-1.0,,,,,,,
Emilio Calvo de Mora,Zodiac,4,,,,,,,,,-1.0,
Caruco,Un engaño de lujo,3,,,-1.0,,,,,,,
Ramón Besonias,Transformers,2,-1.0,,,,,,,,,
José A. Peig,Harry Potter y la cámara secreta,3,,,,,,,,,-1.0,
Rafa Delgado,Harry Potter y la orden del Fénix,3,,,,,,,,,-1.0,
Rafa Delgado,Transformers,4,-1.0,,,,,,,,,
Bruji,Chuecatown,1,,-1.0,,,,,,,,
Antoni Messa,Harry Potter y la orden del Fénix,3,,,,,,,,,-1.0,
Bruji,Un engaño de lujo,3,,,-1.0,,,,,,,
Oscar Cantero,Harry Potter y la orden del Fénix,3,,,,,,,,,-1.0,
Victor Trujillo,Ladrones,1,,,,,,,,0.0,,
Francisco Bellón,Obras en Casa,1,-1.0,,,,,,,,,
Francisco Bellón,Red Road,2,,,0.0,-1.0,,,,,-1.0,
Emilio Calvo de Mora,Harry Potter y la orden del Fénix,2,,,,,,,,,-1.0,
Jeremy Fox,Bajo las estrellas,3,,,,1.0,,,,,,
Jeremy Fox,Harry Potter y la orden del Fénix,3,,,,,,,,,-1.0,
Tyler,28 semanas después,5,-1.0,,,-1.0,,,,,,
Iñaki Bilbao,La suerte de Emma,3,,,,,,,,,0.0,
José A. Peig,Harry Potter y el prisionero de Azkaban,3,,,,,,,,,1.0,
Enrique Colmena,Harry Potter y la orden del Fénix,2,,,,,,,,,-1.0,
José A. Peig,Harry poter y el caliz de fuego,2,,,,,,,1.0,,,
Rafa Ferrer,Los 4 Fantásticos y Silver Surfer,2,-1.0,,,,,,,,,
Rafa Ferrer,Harry Potter y el prisionero de Azkaban,3,,,,,,,,,1.0,
Berto,Hostel 2,4,,,,-1.0,,,,,,
José A. Peig,Harry Potter y la orden del Fénix,3,,,,,,,,,-1.0,
Tito Chinchan,Flyboys: héroes del aire,3,1.0,,,,,,,,1.0,
Taliesin,Bajo las estrellas,3,,,,1.0,,,,,,
Oscar Cantero,Ciudad del silencio,1,,,,-1.0,,,,-1.0,-1.0,
Oscar Cantero,A golpes,2,,,,,,,,,,-1.0
JLO,El aura,5,,,,1.0,,,,,,
JLO,La Novia Cadaver,4,,1.0,,,,,,,,
JLO,Al límite de la verdad,3,,,,-1.0,,,0.0,,0.0,
JLO,Kun-fu-sion,5,,,,1.0,,,1.0,,,
Tito Chinchan,Ghetto,3,,,,,,-1.0,,,,
Tito Chinchan,Bodas y prejuicios,3,,,1.0,,,,,,,
Bruji,Harry Potter y la orden del Fénix,4,,,,,,,,,-1.0,
Rafa Ferrer,Next,2,,,,,,-1.0,,,,
Bloody Will,Next,2,,,,,,-1.0,,,,
José Antonio Bermúdez,The Queen,4,-1.0,,,,,,,,-1.0,
JLO,Cuestión de pelotas,2,,-1.0,,-1.0,,,-1.0,,,
JLO,El caso Bourne,4,,,,1.0,,,,,0.0,
JLO,Madagascar,2,-1.0,,,,,,,,,-1.0
JLO,Los 4 Fantásticos y Silver Surfer,2,-1.0,,,,,,,,,
Tito Chinchan,Harry Potter y la orden del Fénix,5,,,,,,,,,-1.0,
Berto,Harry Potter y la orden del Fénix,2,,,,,,,,,-1.0,
Tito Chinchan,Kun-fu-sion,4,,,,1.0,,,1.0,,,
Tito Chinchan,The Queen,3,-1.0,,,,,,,,-1.0,
Tito Chinchan,Madagascar,2,-1.0,,,,,,,,,-1.0
Tito Chinchan,Harry poter y el caliz de fuego,3,,,,,,,1.0,,,
Tito Chinchan,Harry Potter y la piedra filosofal,3,,,,,,,0.0,,,
Albert Puyuelo,Next,1,,,,,,-1.0,,,,
José Antonio Bermúdez,Whisky Romeo Zulu,3,,1.0,,1.0,,,,,,
Tito Chinchan,Transformers,3,-1.0,,,,,,,,,
José A. Peig,Zodiac,3,,,,,,,,,-1.0,
Alvaro Oliva,28 semanas después,4,-1.0,,,-1.0,,,,,,
Alvaro Oliva,Shrek Tercero,2,-1.0,,,,,,,,,
Rafa Ferrer,Madagascar,2,-1.0,,,,,,,,,-1.0
Rafa Ferrer,Bodas y prejuicios,2,,,1.0,,,,,,,
Rafa Ferrer,Cuestión de pelotas,2,,-1.0,,-1.0,,,-1.0,,,
Rafa Ferrer,Mar abierto,1,1.0,,,,,,,,1.0,
Rafa Ferrer,A golpes,2,,,,,,,,,,-1.0
Taliesin,Harry Potter y la orden del Fénix,2,,,,,,,,,-1.0,
Francisco Bellón,Next,1,,,,,,-1.0,,,,
Iñaki Bilbao,Next,3,,,,,,-1.0,,,,
El vengador toxico,Harry Potter y la orden del Fénix,3,,,,,,,,,-1.0,
Caty,Magnolia,5,,,1.0,,,,,,1.0,
JLO,The bank,4,,,,,,,,,1.0,
JLO,Simone,3,,-1.0,,,,,,-1.0,,
Pruden Rodríguez,Shrek Tercero,2,-1.0,,,,,,,,,
Caty,La Casa de los 1000 Cadáveres,3,,,-1.0,,,,,,-1.0,
José A. Peig,El vuelo del navegante,1,,,,,,,-1.0,,,
Francisco Bellón,Los Simpson: La Película,4,,,-1.0,,,,,,,
Tito Chinchan,Locos por el surf,5,,,,,,1.0,,,,
Rafa Ferrer,La Joven Jane Austen,3,,,,,,,,,,0.0
Rafa Ferrer,Locos por el surf,4,,,,,,1.0,,,,
Pruden Rodríguez,La heredera,5,1.0,,,,,,,,-1.0,
Caty,Memento,5,,,,-1.0,,-1.0,,,1.0,
Caty,Timeline,1,-1.0,,,,,,-1.0,,-1.0,
Francisco Bellón,Lucky You,2,,,,-1.0,,,,,,
Caty,El Experimento,3,,,,,,,,,-1.0,
José A. Peig,Los Goonies,3,1.0,,,,,,,,1.0,
El mágico,Cocalero,4,,0.0,,,,,,,,
Rafa Ferrer,Los Simpson: La Película,5,,,-1.0,,,,,,,
Jose Contreras,Next,2,,,,,,-1.0,,,,
Albert Puyuelo,Morirás en 3 días,2,,,,,,,-1.0,,,
Emilio Calvo de Mora,Gritos y susurros,5,-1.0,,,,,,,-1.0,-1.0,
José A. Peig,Réquiem por un sueño,5,,,,,,,-1.0,,-1.0,
Alberto Concepción,Transformers,4,-1.0,,,,,,,,,
"Tito Chinchan,""Pathfinder, el guía del desfiladero"",3,,-1.0,,,,,-1.0,,,"
"Tito Chinchan,""Pathfinder, el guia del desfiladero (1987)"",3,1.0,,,1.0,,,,,,"
José A. Peig,Jindabyne,2,,,,,,,,,-1.0,-1.0
Caty,Olvídate de mí,4,,,-1.0,-1.0,,,,,-1.0,
Caty,Alejandro Magno,2,,-1.0,,,,,,,-1.0,
Tito Chinchan,Los energéticos,4,,1.0,,,,,,,,
José Antonio Bermúdez,Wolf Creek,2,,,-1.0,,,-1.0,,,-1.0,
Oscar Cantero,Los Simpson: La Película,4,,,-1.0,,,,,,,
Hombre Lobo,Turistas,3,,,-1.0,,,,,,-1.0,
Ramón Balcells,Disturbia,3,,,,,,,,,-1.0,
Ramón Balcells,Harry Potter y la orden del Fénix,3,,,,,,,,,-1.0,
Ramón Balcells,Ratatouille,5,,,1.0,1.0,,,,,,
José A. Peig,Indiana Jones En busca del arca perdida,5,,,,1.0,,,,,1.0,
Tony Astonish,La Novia Cadaver,4,,1.0,,,,,,,,
José A. Peig,Indiana Jones y El templo maldito,3,,,,,,-1.0,,,-1.0,
Kiko de España,Planet Terror,3,,,-1.0,,,,,,,
Rafa Ferrer,Planet Terror,4,,,-1.0,,,,,,,
Rafa Ferrer,Death Proof,2,,,-1.0,-1.0,,,,,,
Francisco Bellón,Planet Terror,5,,,-1.0,,,,,,,
Bruji,Next,3,,,,,,-1.0,,,,
Tony Astonish,Next,1,,,,,,-1.0,,,,
Silvia Giner,Los Simpson: La Película,4,,,-1.0,,,,,,,
José A. Peig,Indiana Jones y La última cruzada,5,,,,,,1.0,,,1.0,
Tito Chinchan,Volando voy,2,,,,,,-1.0,,,,
Tito Chinchan,El pico,4,-1.0,,,,,,,-1.0,,
Dragon negro,Los Simpson: La Película,3,,,-1.0,,,,,,,
Silvia Giner,Harry Potter y la orden del Fénix,4,,,,,,,,,-1.0,
Bruji,Turistas,1,,,-1.0,,,,,,-1.0,
José A. Peig,Ratatouille,3,,,1.0,1.0,,,,,,
"Emilio Calvo de Mora,""Blowup, deseo de una mañana de verano"",5,,,,,,,,-1.0,-1.0,"
Silvia Giner,Planet Terror,4,,,-1.0,,,,,,,
Tony Astonish,28 semanas después,3,-1.0,,,-1.0,,,,,,
Iñaki Bilbao,Lucky You,3,,,,-1.0,,,,,,
Bloody Will,Planet Terror,2,,,-1.0,,,,,,,
Yul B.,Ratatouille,5,,,1.0,1.0,,,,,,
"Emilio Calvo de Mora,""Paris, Texas"",5,,,,,,,,,1.0,"
Tyler,Planet Terror,5,,,-1.0,,,,,,,
Tito Chinchan,Los Simpson: La Película,3,,,-1.0,,,,,,,
Tito Chinchan,Primeval,3,-1.0,,,,,,,,,
Oscar Cantero,Planet Terror,2,,,-1.0,,,,,,,
José A. Peig,La noche americana,4,,,,,,,,,0.0,
Jesus Lens,Los Simpson: La Película,4,,,-1.0,,,,,,,
Plissken,Wolf Creek,4,,,-1.0,,,-1.0,,,-1.0,
Dragon negro,Ratatouille,5,,,1.0,1.0,,,,,,
Plissken,Desmembrados,3,,,,1.0,,,,,,
Emilio Calvo de Mora,Ratatouille,4,,,1.0,1.0,,,,,,
Plissken,Ovejas Asesinas,3,0.0,,,-1.0,,,,,,
Iñaki Bilbao,Media luna,3,,,,,,,,,1.0,
Iñaki Bilbao,Fast food nation,3,,,,-1.0,,,,,-1.0,
Dragon negro,Planet Terror,4,,,-1.0,,,,,,,
Bruji,Planet Terror,4,,,-1.0,,,,,,,
Bruji,El último rey de Escocia,2,,,,,,,,,,-1.0
Bruji,The holiday,3,,,,-1.0,,,,,,
Bruji,Los fantasmas de Goya,4,-1.0,,,,-1.0,,,,-1.0,
Bruji,El velo pintado,4,,,,,,,,,1.0,
Tito Chinchan,Los chulos,3,,,,,,0.0,,,,
Francisco Bellón,2 Días en París,2,,,,,,-1.0,,,,
Francisco Bellón,Los 4 Fantásticos y Silver Surfer,1,-1.0,,,,,,,,,
Kiko de España,Isi Disi: Alto voltaje,1,,,,,-1.0,,,,,
El mágico,Los Simpson: La Película,3,,,-1.0,,,,,,,
El mágico,Los 4 Fantásticos y Silver Surfer,4,-1.0,,,,,,,,,
Jesus Lens,Ratatouille,5,,,1.0,1.0,,,,,,
Iñaki Bilbao,Los Simpson: La Película,3,,,-1.0,,,,,,,
José A. Peig,Planet Terror,1,,,-1.0,,,,,,,
Hombre Lobo,Planet Terror,4,,,-1.0,,,,,,,
Rafa Ferrer,Ratatouille,4,,,1.0,1.0,,,,,,
Daniel Galindo,28 semanas después,4,-1.0,,,-1.0,,,,,,
Silvia Giner,Avalon,4,,,,,,,1.0,0.0,,
Emilio Calvo de Mora,Turistas,1,,,-1.0,,,,,,-1.0,
Berto,Turistas,1,,,-1.0,,,,,,-1.0,
Berto,Los Simpson: La Película,2,,,-1.0,,,,,,,
Berto,28 semanas después,3,-1.0,,,-1.0,,,,,,
Antoni Messa,Los Simpson: La Película,3,,,-1.0,,,,,,,
Antoni Messa,La noche de los muertos vivientes,4,,,0.0,,,,,,,
Tony Astonish,Lucky You,2,,,,-1.0,,,,,,
Enrique Colmena,Los Simpson: La Película,4,,,-1.0,,,,,,,
El vengador toxico,Los Simpson: La Película,3,,,-1.0,,,,,,,
Plissken,Planet Terror,3,,,-1.0,,,,,,,
Iñaki Bilbao,Ratatouille,4,,,1.0,1.0,,,,,,
Dragon negro,Los 4 Fantásticos y Silver Surfer,1,-1.0,,,,,,,,,
Torbe,300,3,-1.0,,,,,,-1.0,,,
Emilio Calvo de Mora,Los 4 Fantásticos y Silver Surfer,2,-1.0,,,,,,,,,
Kiko de España,Arma Fatal (Hot Fuzz),5,,,,1.0,,,,,,
Bruji,La noche de los muertos vivientes,4,,,0.0,,,,,,,
José A. Peig,El caso Bourne,2,,,,1.0,,,,,0.0,
JLO,Juana la loca,3,0.0,,,,,,,,-1.0,
Emilio Calvo de Mora,Snake eyes (Ojos de serpiente),3,,,0.0,,,,1.0,,0.0,
José A. Peig,El mito de Bourne,1,,,,-1.0,,-1.0,,,-1.0,
José A. Peig,El ultimátum de Bourne,1,,,,0.0,,,,,1.0,
Iñaki Bilbao,Planet Terror,3,,,-1.0,,,,,,,
Kiko de España,Feast,4,,0.0,,0.0,,,0.0,,,
Francisco Bellón,El ultimátum de Bourne,1,,,,0.0,,,,,1.0,
Bloody Will,Los 4 Fantásticos y Silver Surfer,3,-1.0,,,,,,,,,
José Antonio Bermúdez,Solos,2,,,,-1.0,,,,,-1.0,
Tony Astonish,Wolf Creek,4,,,-1.0,,,-1.0,,,-1.0,
Bruji,El perfume,2,,,1.0,,,,,,-1.0,
Silvia Giner,El ultimátum de Bourne,3,,,,0.0,,,,,1.0,
José A. Peig,Re-Animator,5,,,0.0,,,,,0.0,0.0,
Tito Chinchan,Cuando ruge la marabunta,3,-1.0,,,-1.0,,,,,,
Ramón Balcells,Sigo como Dios,2,,,,-1.0,,,,,,
Ivan Sainz-Pardo,Desmembrados,4,,,,1.0,,,,,,
Ivan Sainz-Pardo,Ovejas Asesinas,2,0.0,,,-1.0,,,,,,
Ramón Balcells,Los Simpson: La Película,3,,,-1.0,,,,,,,
Iñaki Bilbao,Un buen día lo tiene cualquiera,3,1.0,,,,,,,,,
Bruji,Ratatouille,3,,,1.0,1.0,,,,,,
Bruji,Los Borgia,2,,,,,,-1.0,,,-1.0,
Tyler,Los Simpson: La Película,5,,,-1.0,,,,,,,
Ramón Balcells,El ultimátum de Bourne,4,,,,0.0,,,,,1.0,
Ramón Balcells,Los 4 Fantásticos y Silver Surfer,2,-1.0,,,,,,,,,
Rafa Ferrer,¿Por qué se frotan las patitas?,3,1.0,,,1.0,,,1.0,,,
Iñaki Bilbao,El extraño (Le équipier),3,,,-1.0,,,,,,1.0,
Dragon negro,TMNT: Las tortugas ninja,3,-1.0,,,,,,,,-1.0,
Matías Cobo,Los 4 Fantásticos y Silver Surfer,3,-1.0,,,,,,,,,
Iñaki Bilbao,Locos por el surf,3,,,,,,1.0,,,,
José A. Peig,Tren de sombras,5,,,,,,,0.0,,0.0,
Hombre Lobo,White Noise 2,1,,,,-1.0,,,,,,
Rafa Ferrer,Turistas,1,,,-1.0,,,,,,-1.0,
Rafa Ferrer,Shooter: El Tirador,3,,,,,,,1.0,,-1.0,
"Rafa Ferrer,""Teresa, el cuerpo de Cristo"",3,-1.0,,-1.0,-1.0,,,,,-1.0,"
Caty,Amanecer de los Muertos,3,,-1.0,,-1.0,,,,,-1.0,
Caty,La tierra de los muertos vivientes,3,,-1.0,,,,,,,,
José A. Peig,El final del espíritu,2,,,,,,,,,-1.0,
Iñaki Bilbao,El ultimátum de Bourne,3,,,,0.0,,,,,1.0,
Emilio Calvo de Mora,El fuego de la venganza,3,-1.0,,,-1.0,,,,,-1.0,-1.0
Oscar Cantero,El ultimátum de Bourne,3,,,,0.0,,,,,1.0,
Dragon negro,White Noise 2,2,,,,-1.0,,,,,,
JLO,La Jungla 4.0,3,,,,,,,-1.0,,,
Ramón Besonias,El ultimátum de Bourne,3,,,,0.0,,,,,1.0,
Francisco Bellón,El Club de los Suicidas,1,-1.0,,,-1.0,,,,,,
Emilio Calvo de Mora,White Noise 2,1,,,,-1.0,,,,,,
José A. Peig,Criaturas celestiales,4,,,,,,,0.0,,-1.0,
Francisco Bellón,Caótica Ana,2,,,,,,,,,-1.0,
José A. Peig,Caótica Ana,3,,,,,,,,,-1.0,
Emilio Calvo de Mora,La buena estrella,5,,,,,,,,,,0.0
Matías Cobo,El ultimátum de Bourne,3,,,,0.0,,,,,1.0,
Silvia Giner,La última legión,2,1.0,,,,,,,,,
Iñaki Bilbao,Caótica Ana,3,,,,,,,,,-1.0,
Ramón Balcells,Next,1,,,,,,-1.0,,,,
José A. Peig,Naturaleza muerta,3,,,,1.0,,,,,-1.0,
Ramón Besonias,The invasion,2,,,,,,,,,,-1.0
Luis Zueco,Caótica Ana,4,,,,,,,,,-1.0,
Kiko de España,El ultimátum de Bourne,4,,,,0.0,,,,,1.0,
Kiko de España,Escuela de pringaos,2,,-1.0,,,,,,,,
Kiko de España,Mamá es boba,4,-1.0,,,,,,,,,
Kiko de España,El Infierno vuelve a Frogtown,1,0.0,,,0.0,,0.0,,,,
Kiko de España,Mr Brooks,2,,,,-1.0,,,,,,
Kiko de España,Habitación sin salida,3,,,,-1.0,,,,,1.0,
Kiko de España,Primeval,2,-1.0,,,,,,,,,
Kiko de España,Dead silence,1,-1.0,,,-1.0,,,,-1.0,,
Kiko de España,Disturbia,3,,,,,,,,,-1.0,
José A. Peig,La última legión,1,1.0,,,,,,,,,
Alvaro Oliva,Locos por el surf,3,,,,,,1.0,,,,
"Alvaro Oliva,""Pathfinder, el guía del desfiladero"",1,,-1.0,,,,,-1.0,,,"
Tyler,El ultimátum de Bourne,4,,,,0.0,,,,,1.0,
Ramón Balcells,Fracture,3,,,,,,,,,-1.0,
Kiko de España,Macabro,2,,,,,,,,,,-1.0
José Antonio Bermúdez,Salvador,4,-1.0,,,-1.0,,,,,-1.0,
Kiko de España,Hostel,4,,,,-1.0,,,-1.0,,,
Kiko de España,Hostel 2,3,,,,-1.0,,,,,,
Kiko de España,Oceans 13,2,,,-1.0,,,,,,,
Kiko de España,Spiderman 3,2,,,,,,,-1.0,,,
Kiko de España,El jefe de todo esto,3,,,,,0.0,,-1.0,,,
Kiko de España,Tideland,4,,,,,,,,,-1.0,-1.0
Andrés Pons,Wolf Creek,4,,,-1.0,,,-1.0,,,-1.0,
Kiko de España,Viscosidad (The incredible Melting Man),1,,,-1.0,,,,-1.0,,,
Kiko de España,El laberinto del fauno,2,,,,,,,-1.0,,,
Francisco Bellón,La Carta Esférica,2,-1.0,,,,,,,,,-1.0
Francisco Bellón,Death Proof,5,,,-1.0,-1.0,,,,,,
Tito Chinchan,La última legión,4,1.0,,,,,,,,,
Tito Chinchan,28 semanas después,2,-1.0,,,-1.0,,,,,,
Tito Chinchan,El caso Bourne,3,,,,1.0,,,,,0.0,
Tyler,Noviembre,1,,,,,,,-1.0,,,
Kiko de España,Un buen día lo tiene cualquiera,4,1.0,,,,,,,,,
Tito Chinchan,Las edades de Lulú,5,,-1.0,,,,,,,,
Kiko de España,Mutantes en la Universidad,1,,,-1.0,,,,,,,
Kiko de España,Aquarius,3,,,,-1.0,,,,,-1.0,
